,Category,processed_text,prediction
1747,ENGINEERING,softwar engin manag profession profil year softwar product develop experi broadcast media video server edit larg scale applic servic emphasi simpl solut user experi teamwork year experi lead softwar develop team work across locat qualif softwar engin team build hire offer interview hr personnel procedur mentor perform review write peer review project transit profici visual c window stl oop mfc thread file map memori manag com atl ipc ftp tcp http xml json servic web servic rest api soa media format standard codec sdk integr mpeg dash api design document relev experi rest api uri specif document hercul web servic reus innov award harri corpor reus core ip nle product suit nexio server product suit edit ip reus contribut server busi unit turnaround consist role model perform review princip engin year certifi scrummast scrum allianc dec dec product http www imaginecommun com product playout video server experi softwar engin manag septemb current compani name citi state limit c html css javascript bcd harri corpor spinoff imagin nexio video server applic facilit collabor workflow nexio lan video server servic applic run variou node media come proprietari san gener storag na develop team manag nexio server applic playout busi unit reloc il ca took larger role video server applic product suit well led team northridg team napervil team indirect report beij scrum develop method sinc team burbank napervil offic close team migrat sourc revis control mercuri jenkin led soa initi concept complet web servic json servic decoupl ui layer releas deliver nexio softwar suit global proxi suit major hand project includ hercul web servic web player solut base mpeg dash host player uri provid rest api deliv fragment mp atom h video aac audio provid html player page javascript sourc base dash js support multipl sourc type readi go time session c web servic framework api layer bridg unmanag c engin via manag c cli layer team help provid web servic framework cli layer devic test json servic tcp stack use c json protocol api framework class multi thread server side socket class json routin header parser solut top open sourc rapid json json protosim common unit test applic json servic new servic content manag helper picon requestor evolv servic encod gprx helio mb scaveng transcod guid servic gprx helper requestor complet content manag servic rule base engin manag media content metadata updat two domain success deploy manag primari backup workflow storag migrat need nx theme dll skin sdk c mfc appli select api detour window procedur intercept applic messag queue intercept accomplish consist look feel gui team appli sdk multipl gui product transcod scaveng applic low re proxi creation c thread tcp binari protocol need solut improv legaci product requir regular hand hold team took new approach success wrote two new product manag escal mediabas dll nexio explor c mfc guid optim origin implement support k id achiev constant ui perform millisecond regardless user oper initi introduc dta handler architectur ftp server product approach help consolid media format one product build scalabl team ad one convert dll per media contain format import export softwar engin manag novemb august compani name citi state develop team manag nexio edit applic led team napervil team indirect report beij establish softwar develop process document includ peer code review guidelin team establish crash dump analysi procedur releas deliver video edit suit major hand project includ server integr modul critic part product evolut video broadcast workflow make movi architectur princip softwar engin august octob compani name citi state harri corpor acquir leitch major project video edit suit includ c window interact playback architectur media file reader compon scalabl decod architectur media file writer compon scalabl encod architectur video render engin audio render engin hardwar integr modul critic part busi success post product space interact picon compon interact waveform draw compon bit unicod migrat modul million line code softwar engin august juli compani name citi state dp acquir star media leitch acquir dp star media technolog startup creat video edit softwar veloc post product space major project includ c window project media manag tool render bank video effect educ comput scienc illinoi institut technolog citi state gpa gpa comput scienc gpa b e electron commun engin nation institut technolog citi india gpa first class distinct electron commun engin first class distinct json protocol api document json servic skill api approach atl audio backup bridg broadcast c cli com ca hardwar concept content css document edit xml ftp draw gui hire html http hr id explor javascript json lan team build mb memori mentor c mfc offic window window migrat na oop page perform review personnel proxi render san scrum server softwar develop team manag thread video video edit visual c workflow writer,ENGINEERING
907,FITNESS,team member pricer career overview retail oper manag inventori control product price dedic experienc busi profession tradit perform excel achiev surpass corpor goal sale oper merchandis custom servic safeti standard replenish foster cooper build trust relationship client staff manag staff train train staff club procedur compani polici practic comput usag team leadership provid analysi resolut intern organiz issu problem cash account comput liter adept use proprietari system appoint r program payrol timekeep registr custom account krono payrol system account receiv tact calm deal sensit situat resolv patron issu financi report solid work ethic meticul organ pride work posit attitud osha complianc core strength strong organiz skill activ listen skill sharp problem solver energet work attitud inventori control familiar top sale perform visual merchandis profici work experi current team member pricer compani name citi state set store prior grand open select product sold price accordingli place product sale floor work team member perform cashier duti product assist clean cross train provid back custom servic repres need express appreci invit custom return store organ store return merchandis proper place club manag assist manag sale manag assist manag oper manag compani name manag oper area busi fit club direct report total staff daili patron oper area includ custom servic program person train retail sale kid club mainten financi manag payrol account receiv sale report budget manag compani name respond quickli custom inquiri issu maintain high level member satisfact retent influenc prospect sold membership account cash credit card receipt conduct facil tour new member orient develop new member fit goal schedul appoint regist patron class person train fit session drove revenu growth referr build posit endur relationship member process contract payment membership correct program oversaw entir program schedul ensur instructor commit particip registr monitor program enrol ensur profit person train monitor new membership ensur particip new member session person trainer identifi commun custom need person trainer account monthli budget sold individu person train session custom retail sale account annual budget nutrit item ancillari merchandis maintain proper level inventori meet custom demand open close balanc po system daili basi schedul nurseri personnel monitor attend evalu perform enforc compani polici minim risk potenti mainten commun equip malfunct mainten staff sustain high level equip reliabl schedul monitor nightli facil clean respond immedi emerg situat prepar submit time accid report staff manag hire train motiv evalu disciplin staff achiev corpor perform standard coach mentor employe contribut club success conduct ongo staff train oper manag organ depart schedul ensur adequ coverag effici oper consist achiev percentag budget bonu pay meet surpass corpor goal previou experi includ variou manag role chicago health club educ background busi administr curriculum balli total fit monthli train meet increas skill level manag sale market account morain valley commun colleg citi state skill account account receiv budget manag budget busi administr contract credit custom servic staff train financi manag inventori market meet oper manag payrol personnel polici po retail sale sale sale report staff manag trainer,FITNESS
1651,APPAREL,director product develop profession summari supervisori experi develop product apparel sportswear experi manag sourc product develop product technic design team strong understand domest offshor sourc extens global travel sourc product develop manufactur qualiti control experi director product develop juli april compani name citi state conduct analysi address product delay led time deliveri product success led key project result proactiv extern commun vendor agent develop design manag product postur perform apparel men woman ensur fit qualiti merchandis exceed compani standard hire manag new product team member manag aspect design develop product maintain compani timelin work directli domest offshor factori ensur qualiti timelin met compani standard sourc fabric trim develop new construct techniqu initi new concept product line monitor multipl databas keep track compani inventori manag product develop team maintain wip report hire necessari staff need plan execut purchas order season product line work close cross function team maintain intern commun report directli presid compani sourc agent januari juli compani name citi state lead independ consult transpos client inspir finish viabl collect travel domest intern sourc fabric trim factori gener tech pack work directli factori initi develop process manag step pre product process ensur qualiti fit finish good achiev compani standard organ client sku plan ensur product line merchandis meet buyer specif creat maintain bom ensur bottom line cost includ finish cost good technic design manag januari januari compani name citi state manag team technic design pattern maker marker maker grader sew depart improv product timelin implement cost save construct techniqu standard technic design process creat product standard intern person follow addit privat account factori develop compani manual standard pre product product process work design import sale depart coordin time deliveri finish good travel global account vendor factori insur qualiti fit garment maintain compani standard manag execut tech pack vendor agent conduct daili correspond factori vendor account insur product timelin schedul analyz evalu cost effect solut qc depart execut time deliveri finish good manag compani calendar maintain deliveri schedul report directli coo director product develop januari januari compani name citi state respons set manag technic design depart accomplish compani standard hous depart offshor factori follow develop process execut finish good manag design develop process design sketch handov bulk product deliveri respons purchas lectra cad system hire staff patternmak establish standard fit qualiti construct conduct daili correspond offshor factori ensur time deliveri finish good extens travel asia follow develop process finish good manag offshor factori develop product process ensur process track work freight forward custom broker product process ensur document deliveri schedul work close sale manag ensur buyer awar new fit chang upcom style develop implement vendor manual factori follow regard pre product process specif system packag instruct ship guidelin manag compani calendar ensur depart meet deadlin report directli presid compani adjunct faculti januari januari compani name citi state develop advanc cours curriculum fashion depart orang coast colleg long beach citi colleg facilit develop offshor technic packag includ garment knock off pattern adjust appropri fit fabric qualiti packag specif garment cost student taught global commun use digit media adob illustr photoshop excel cad system technic design manag januari januari compani name citi state respons creation implement technic design depart improv fit qualiti men junior swim toddler line establish execut compani guidelin domest offshor factori follow develop finish good hire manag staff pattern maker technic design grader marker maker sewer establish work relationship offshor domest factori creat new specif system educ manag manufactur personnel use creat fit requir factori product team follow work liaison design product sale ensur fit qualiti time deliveri finish product work design merchandis product team troubl shoot cost effect construct techniqu manag day day oper technic design depart manag deliveri offshor product follow custom broker freight forward regard time deliveri finish good offshor factori report directli vp product product manag januari januari compani name citi state manag domest offshor product women sportswear technic skiwear sourc domest offshor factori manag b creat wip report analyz product cost margin collabor custom broker insur time deliveri offshor product order product fabric trim domest product maintain work relationship offshor factori regularli visit factori perform inspect offshor factori regard effici marker qualiti cut overal construct fit finish good work sale team develop product line plan sku issu purchas order cut ticket maintain inventori domest offshor maintain wip report product schedul timelin report directli presid compani educ bachelor art cloth textil focu fashion design california state univers citi state usa profession affili member small busi associ present member alumni associ skill adob illustr photoshop excel power point word excel organiz skill team player work well pressur,APPAREL
1214,CONSULTANT,wm consult object look posit suppli chain consult optim compani busi provid suppli chain solut build effici custom relationship summari skill strong understand suppli chain principl expertis warehous manag function knowledg end end warehous system experi manhattan associ warehous system complet understand inbound inventori outbound warehous excel knowledg softwar develop life cycl emphasi analysi test abil clearli defin execut test plan procedur abil meet deadlin deliv project time strong analyt problem solv skill hand experi troubleshoot comput hardwar peripher work experi compani name citi state wm consult current creat test case inbound receiv put away field verifi asn pars multipl asn use xml format creat inbound outbound licens plate number ilpn olpn configur test system direct manual put away configur inventori move item one activ locat anoth one activ locat reserv configur wave manag task manag locat wave process type inventori need type test partial shipment rf receiv menu test pix transact keep track inventori movement work back end test databas write sql queri join tabl verifi data etc environ manhattan associ wmo sql server client li fung compani name citi state qualiti assur engin perform necessari softwar hardwar evalu per client requir design modifi user interfac accommod new vertic assist engin troubleshoot configur lan switch router firewal modifi test prototyp use work model comput simul document report bug develop ensur data product server valid redund work engin disciplin evalu interfac hardwar softwar analyz oper perform requir overal system work toward custom satisfact overal sale analyz correct intern softwar custom problem perform site survey commiss instal hardwar equip client site compani name citi state junior peoplesoft develop implement web base applic use oracl peoplesoft technolog intern project compani work oracl peoplesoft suppli chain modul scm implement custom order inventori fulfil manag use peopletool develop order manag portal implement busi logic order manag system work relat databas queri relev data optim perform normal work eight step peoplesoft applic develop emphasi design creat page definit involv variou aspect softwar develop gener report use peoplesoft structur queri report sqr environ oracl peopletool oracl databas express g compani name citi state senior technolog consult assist user hardwar softwar issu use univers lab resourc monitor manag comput lab univers florida assist professor set lab exam practic experi organ maintain onlin classroom reserv system enforc lab polici procedur promot senior technolog consult period work certifi technolog consult academ technolog lab univers florida educ master scienc comput engin may univers florida citi state usa receiv achiev award colleg engin univers florida academ accomplish bachelor technolog inform technolog anna univers citi state india graduat first class distinct technic skill program languag java web technolog html css java script php jqueri develop ide eclips microsoft visual studio matlab databas microsoft sql server r oracl g g test tool microsoft test manag softwar suit manhattan associ scope oracl peoplesoft suppli chain manag scm,CONSULTANT
2032,CONSTRUCTION,labor summari util knowledg experi obtain manag level posit organ leverag abil increas success organ return allow advanc person achiev highlight depend reliabl worker abil assess solv problem quickli extens experi project manag self starter abl maintain motiv littl supervis work well team lead member group detail orient vastli creativ quick adapt new task direct abil work stress condit abil multi task fast pace environ abil success meet project deadlin organ highli motiv accomplish armi commend medal receiv time van autrev award runner experi februari current compani name citi state labor labor duti consist form pour concret sidewalk floor commerci park lot wall abl load unload materi grade dig oper skid loader work nehr maintain level safeti complet project time abil read understand blue print implement onsit chang may requir march april compani name engin main duti includ manag motiv soldier develop disciplin give direct project manag respons includ sign maintain million dollar worth tool equip project task follow respons project complet deploy respons includ safeti soldier project complet within specifi deadlin intens attent detail deploy guantanamo bay cuba maintain oversaw construct expans project multi million dollar secur facil gener duti also requir self motiv work team accomplish mission goal dedic serv countri commun construct orient duti requir knowledg construct task prepar project layout abil meet deadlin juli juli compani name citi state duti includ construct activ includ frame hang sheetrock build cabinet roof custom project work includ trim work deck stair handrail finish basement custom kitchen educ naval construct train center citi state us basic combat train militari advanc individu train engin august naval construct train center gulfport ms honor graduat basic combat train june fort leonard wood mo southeast commun colleg citi state us build construct april southeast commun colleg milford ne recognit award armi commend medal receiv time armi achiev medal receiv time good conduct medal receiv time noncommiss offic academi ribbon certif achiev certif achiev receiv time van autrev award runner silver de fluri armi servic ribbon nation defens servic ribbon north atlant treati organ ribbon afghanistan campaign medal oversea ribbon oversea expeditionari ribbon noncommiss offic academi ribbon combat action badg militari experi march april compani name unit sate armi engin march april main duti includ manag motiv soldier develop disciplin give direct project manag respons includ sign maintain million dollar worth tool equip project task follow respons project complet deploy respons includ safeti soldier project complet within specifi deadlin intens attent detail deploy guantanamo bay cuba maintain oversaw construct expans project multi million dollar secur facil gener duti also requir self motiv work team accomplish mission goal dedic serv countri commun construct orient duti requir knowledg construct task prepar project layout abil meet deadlin nissen construct carpent ankeni ia juli duti includ construct activ includ frame hang sheetrock build cabinet roof custom project work includ trim work deck stair handrail finish basement custom kitchen profession affili afghanistan campaign medal skill deploy engin million project manag secur detail orient manageri problem solv self starter team lead concret loader train cabinet finish award,CONSTRUCTION
823,FITNESS,branch manag summari year success experi custom servic support recogn strength account mainten problem solv troubl shoot sale staff support plan implement proactiv procedur system avoid problem first place abil work partnership leader differ partner within compani bilingu profession abl speak spanish english fluentli abil train motiv supervis custom sale servic employe abil multitask within fast pace environ capabl administr high budget produc profit rais compani standard synopsi achiev increas traffic custom retent develop great work relationship co worker peer result great team engag success proactiv plan led notabl increas drive efficaci team consist recogn top perform top compani util tool provid audit custom satisfact rais standard exceed expect rais bar manag retro fit administr compani standard implement improv techniqu accomplish achiev alpha phi sigma rutger school crimin justic dean list rutger newark experi branch manag compani name citi state work close partnership owner busi coach peer leader custom experi serv face compani commun market promot gym center increas number member overse recruit train monitor staff includ disciplinari action need financi manag track incom expenditur balanc safe set goal month refer delinqu account creat monthli report work account payabl receiv respond resolv complaint incid reinforc club polici includ cancel revoc membership act final decis maker member servic problem may aris skill use lead ethic integr embrac divers inclus possess depth knowledg product system model behavior coach team success use initi good judgment manag store budget lead store achiev project result success includ hire coach train develop store team member achiev consist high perform object follow polic determin board director prepar document report routin custom correspond futur refer purpos manag compani name citi state increas traffic custom retent develop great work relationship co worker peer result great team engag success proactiv plan led notabl increas drive efficaci team consist recogn top perform top compani util tool provid audit custom satisfact rais standard exceed expect rais bar manag retro fit administr compani standard implement improv techniqu recruit interview qualifi candid open posit place qualifi candid assign held full respons account financ budget oper creat promot materi advertis organ promot growth maintain person rapport win win relationship vendor member custom skill use implement chang effect strong peopl manag skill excel mentor motiv skill extens product knowledg financi commerci awar custom servic specialist compani name citi state ensur provid excel custom servic phone e mail chat etc time accur manner serv liaison custom support team manag custom improv custom servic busi product assist duti manag maintain gym check inventori count regist administ payment member solicit receiv feedback improv effici servic assist train peer improv custom support servic provid child sit servic custom educ bachelor scienc crimin justic anthropolog state univers new jersey citi state unit state gpa affili cumm laud achiev alpha phi sigma rutger school crimin justic dean list languag bilingu profession abl speak spanish english fluentli convers portugues skill account payabl audit budget budget coach correspond delinqu account divers inclus document financi manag human resourc increas mainten payrol proactiv problem solv recruit sale sale staff satisfact self motiv troubl shoot custom servic custom support front desk inventori liaison payment receptionist retail sale train account mainten,FITNESS
1697,ENGINEERING,engin intern summari candid fifteen month experi product supervis manufactur seek opportun field qualiti suppli chain manufactur highlight dmaic failur mode effect analysi fmea kaizen lean manufactur valu stream map root caus analysi pfmea qualiti tool statist process control process capabl anova gage r r softwar programm logic control plc discret control system dc microsoft offic minitab pro e work knowledg auto cad c c visual basic process flow diagram accomplish manufactur volt batteri minimum process variabl cost product jan april design statist experi deriv signific factor manufactur bake soda base v batteri analyz voltag read achiev v littl variat possibl adjust factor low cost use anova fraction factori central composit design cost analysi test path steepest ascent appli statist process control tool check whether process control use capabl analysi compar actual process perform perform standard establish custom implement qualiti assur tool like method steepest ascent respons surfac model statist process control process capabl analysi achiev continu product consist output v batteri achiev result minimum process variabl least possibl cost suppli chain manag initi amul diari sept dec studi analyz suppli chain amul diari suggest improv suppli chain manag maxim profit analyz role inform suppli chain amul diari eia gi disk advantag e initi suggest financi implic improv logist transport integr railway system reduc transport time choos nearer site expans plan improv distribut network retail outlet supermarket increas reach demand forecast ellicott food court campu dine univers buffalo sept dec suggest improv forecast techniqu reduc wastag food maxim profit implement quantit forecast techniqu efc subject forecast techniqu lean approach manufactur healthcar industri jan may studi analyz case relat manufactur industri toyota map analyz current issu suggest improv implement correct measur appli approach healthcar industri brainstorm benefit identifi challeng suggest method streamlin current process experi engin intern may aug compani name citi state research develop new product rubber screen panel use mine industri manufactur product new product use inject mold techniqu schedul plan oper implement strateg plan control applic lean manufactur effici handl inject mold machin follow iso commun beer work lean six sigma intern sep dec citi state appli six sigma tool dmaic transact process organ review appli caus effect diagram histogram pareto chart valu stream map etc analyz improv process profit gener organ suggest use portal reduc lead time order receiv transact process nation organ chemic india limit nocil rubber chemic divis navi mumbai india product supervisor jul jul supervis product unit known cb n cyclohexylamin benzothiozol sulpanamid produc chemic use acceler product tire client mrf madra rubber factori monsento compani brazil handl distil column pressur vessel valv control plc dc effici maintain distil column without singl event mishandl follow hazard oper process hazop implement failur mode effect analysi fmea educ master scienc industri engin dec univers buffalo state univers new york gpa industri engin design analysi experi suppli chain model optim product plan control six sigma qualiti facil design qualiti assur sustain manufactur lean manufactur comput integr manufactur project manag bachelor engin chemic engin aug univers mumbai citi india chemic engin instrument process control reaction kinet transport phenomena environment engin heat transfer oper mass transfer oper chemic engin thermodynam skill auto cad c c client hazop iso logic microsoft offic work minitab optim plc pro e profit project manag qualiti qualiti assur receiv research schedul six sigma statist process control strateg plan suppli chain visual basic,ENGINEERING
2451,AVIATION,lead oper engin global hawk project profil season aerospac profession extens experi fix rotari wing flight test test manag system integr uav oper background includ greater year experi flight test plan execut report year high altitud long endur unman aerial system ua oper experi year total ua oper experi skill flight test manag ua oper flight test engin system integr test aircraft modif manag team leadership accomplish nasa except servic medal develop initi oper concept global hawk ua nasa oper gener test roadmap achiev success initi oper capabl nasa global hawk ua develop syllabu train materi nasa global hawk mission director ua ground observ led nasa effort concert northrop grumman corpor l commun engin resolv unexpect development problem surfac test qualif global hawk command control system field fulli function system gener requir workmanship function test environment test scienc payload plan instal global hawk nasa dryden director safeti award appoint nasa tiger team fulli develop reclassifi caus map x space maneuv vehicl hazard respons defici uncov flight readi review u armi command award civilian servic manag complex engin airfram integr test program integr test team armi airfram contractor engin contractor personnel develop new flight test techniqu determin complianc new frequenc domain base handl qualiti specif develop method assess aircraft specif complianc use engin flight simul us armi command award gener excel profession experi lead oper engin global hawk project compani name citi state manag oper aspect global hawk high altitud long endur ua oper air vehicl ground control station scientif payload integr overal leader global hawk flight oper team includ mainten personnel avion technician oper engin primari point contact liaison feder aviat administr transport canada secur certif author waiver oper us nation airspac oper certif canadian airspac global hawk mission director respons overal conduct global hawk mission ground control station serv primari function interfac payload specialist global hawk aircrew assist global hawk pilot air vehicl system oper perform mission director global hawk mission lead oper engin aeronaut mission director supervis eight oper engin direct assign work priorit gener perform apprais oper engin compani name citi state project manag missil defens agenc dc wasp structur restor manag project investig structur defici mda platform aircraft draft statement work test effort coordin manag fund perform coordin facilit allow custom function test agent raytheon aircraft complet analysi test schedul technic manag b h launch platform aircraft research vehicl pylon construct supervis construct activ schedul perform technic liaison pylon engin design contractor nasa fabric personnel develop review qualiti assur specif requir primari mechan design instal hardwar electr power condit instrument system perform conceptu design pylon pneumat system f light test project manag b h cooper launch platform aircraft qualif manag overal ground flight test effort achiev initi oper capabl nasa b h cooper launch platform aircraft gener review approv launch platform system integr ground check draft coordin flight test plan gener flight profil flight card pre flight brief perform test director qualif ground test test flight flight test engin onboard aircraft perform system qualif check gener manag system requir verif document senior engin compani name citi state plan test program evalu oper suitabl engin airfram integr compat f propuls system serv govern test monitor contractor test program interfac engin manufactur technic repres mainten technician engin technic mainten issu serv custom propuls system consult monitor propuls system data real time flight test analyz flight test data project manag senior flight test engin compani name citi state project manag test director project manag test program prepar detail cost estim phase program util test requir document coordin fund requir program sponsor coordin test schedul special equip requir test sponsor airfram contractor establish test mileston schedul coordin aircraft mainten test instrument personnel ensur requir resourc avail meet program goal led divers team compos test pilot flight test test instrument engin aircraft mechan test instrument data reduct technician contractor personnel direct daili test oper direct prepar test program final report brief test result recommend program sponsor headquart contractor senior flight test engin flight test engin program perform detail test plan effici evalu perform handl qualiti mission suitabl specif complianc airfram ice characterist applic draft flight test plan establish test instrument requir devis innov test techniqu evalu state art system plan individu test flight accomplish test goal minimum flight time gener flight profil flight test card conduct pre flight brief gener control room display format use data view monitor direct test flight test engin onboard test aircraft monitor direct test flight test director via telemetri ground control room establish data reduct method wrote data reduct subroutin fortran process reduc flight test data evalu interpret test data determin test articl defici shortcom complianc applic specif draft final test report use microsoft word excel special vm data plot program act member flight safeti data review board train junior flight test engin flight test plan flight test data reduct techniqu well data interpret report prepar act flight test consult headquart contractor act organ pitot static author respons calibr mainten oversight flight test pitot static refer equip air speed pacer aircraft trail airspe devic flight test engin compani name citi state educ train defin system requir nasa advanc system safeti practic nasa personnel manag execut resid cours us armi test evalu manag us air forc institut technolog univers kansa hazard high intens electromagnet radiat flight ckc laboratori bachelor scienc aeronaut engin california polytechn state univers citi state aeronaut engin skill armi art agenc calibr hardwar concept conceptu design consult dc engin fortran function govern interpret director mechan excel microsoft word perform apprais personnel personnel manag qualiti assur real time research safeti schedul scientif specif system integr telemetri test director train materi vm,AVIATION
1292,DIGITAL-MEDIA,paid media specialist summari enthusiast employe record high qualiti work excel interperson skill strong work ethic seek career compani valu hard work open commun offer opportun growth person improv accomplish angi list develop profession network march present promot career develop employe cultur educ social event experi current paid media specialist compani name citi state collabor agenc partner market leadership execut angi list offlin advertis strategi respons plan implement offlin media plan account market membership sale goal manag relationship radio partner tv media agenc record offlin media contact work close onlin market team digit agenc partner align media plan onlin offlin tactic focus advanc tv olv coordin compani name citi state support market leadership team act liaison across seven market channel among sever agenc partnership coordin execut formal rfp process digit creativ media agenc search result media buy greater organ quarterli market summit market leadership agenc partner team manag monthli market depart wide meet team consist employe point person contract manag process implement new softwar process market depart includ sharepoint procur pay system angi list top perform q q member care trainer compani name citi state construct train plan roll new crm softwar member care depart manag approxim member care team member design implement modular new hire train program member care depart compris six cross function team success board prepar approxim new employe variou posit includ membership sale custom care member retent angi list top perform top perform q q member servic repres compani name citi state provid except custom servic answer inbound phone call member document member feedback hire experi servic compani educ may bachelor scienc manag market commun purdu univers citi state manag market commun work histori compani name skill advertis agenc contract manag crm custom servic custom care function hire leadership market media plan media plan meet sharepoint onlin market process radio rfp sale strategi phone tv,DIGITAL-MEDIA
617,BUSINESS-DEVELOPMENT,busi develop region manag summari respons exhibit valu compani brand deliveri expans recruit mobil conflict resolut workforc manag servic solut store level manag custom employe manag vendor skill problem solv time manag po inventori train intern conflict resolut train develop market budget cost reduct client retent busi develop po applic softwar quickbook po pacif amber po lightspe po profici softwar quickbook microsoft offic applic advanc use window xp window window oper system experi januari current compani name citi state busi develop region manag develop implement improv inventori process procedur result reduc inventori loss throughout compani develop approv compani polici procedur inventori manag audit po point sale gener store function util excel spreadsheet observ system test statist report inventori profit loss respons market strategi campaign quarter produc engag onlin market campaign contest though use social media site search engin plan schedul intern meet confer call web base present util effect commun option explain new polici procedur includ limit text powerpoint plan schedul intern meet confer call web base present notifi assist human resourc ceo via audit individu review time manner personnel relat chang involv branch offic staff includ branch hierarchi report relationship termin statu chang cross train provid back support multipl posit within compani spear head junior leadership program increas employe retent test select po softwar implement throughout compani po set new product entri employe set transact correct inventori adjust custom report util effect commun option explain new polici procedur includ email text social digit media powerpoint assist custom complaint concern servic product receiv commun directli vendor insur inventori stock level adequ maintain qualiti product approv maintain respons resolv intern conflict manger employe ensur product work environ recruit top talent entri level manag posit varieti differ sourc techniqu includ social media univers recruit referr job board notifi human resourc ceo via audit individu review time manner personnel relat chang involv branch offic staff includ branch hierarchi report relationship termin statu chang provid administr support includ includ answer phone order suppli prepar expens reimburs assist event present report prepar draft biweekli time sheet execut employe januari januari compani name citi state social media pr manag creat social media strategi collabor market pr advertis campaign research top influenc competitor trend client industri creat time engag content optim platform use intend audienc monitor site custom servic opportun initi convers behalf client plan manag public relat program design creat maintain favor public imag fortun compani util market softwar measur market effort measur roi event campaign creat compani literatur form commun help design market promot materi print electron work advertis editor time useabl ad articl submiss partner manag depart determin event budget expens januari januari compani name citi state teacher receptionist instruct student fundament cheerlead ballet tap jazz modern manag receptionist area includ greet visitor respond telephon person request academia administr request maintain electron paper file creat maintain spreadsheet util excel function pivot tabl creat custom report help minim month end report leadership team educ train may arabia mountain high school citi state high school diploma top class darton state colleg citi state busi administr associ appli scienc skill administr administr support ad advertis back budget budget busi develop conflict resolut content cost reduct client client custom servic deliveri email form human resourc imag inventori manag inventori leadership manag market strategi market meet excel spreadsheet excel microsoft offic applic offic powerpoint window window window xp onlin market search engin oper system personnel pivot tabl polici po present pr problem solv profit loss promot materi public relat qualiti quickbook receptionist recruit recruit report spreadsheet strategi telephon answer phone,PUBLIC-RELATIONS
52,HR,hr generalist profession summari year experi human resourc benefit administr employe relat recruit board train develop payrol administr year experi custom relat year experi retail manag year experi develop workplac polici procedur well implement train polici procedur develop train program varieti differ topic recruit board sexual harass demonstr skill solv problem lead team manag staff profici payrol administr polici procedur abl analyz interpret implement relev law regul strong work ethic abil forg work relationship foster level trust among employe maintain neutral confidenti within workplac abl manag offic workload prepar correspond maintain record coordin event excel interperson verbal commun skill abl lead chang build trust core qualif benefit administr year employe relat year human resourc year payrol year train develop year recruit year link http beknown com kelli simard www linkedin com pub kelli simard b intermedi knowledg microsoft offic program word outlook excel powerpoint prezi tableau knowledg variou differ payrol program core core advanc paychoic paychoic onlin encor encor onlin adi time ultipro system util hire centric onboard hire centric auto bene taleo successfactor experi current hr generalist compani name citi state provid human resourc support variou locat produc new hire termin packag process new hire termin employe chang hri manag plant human resourc personnel union non union environ us canada mexico relat payrol benefit employe issu act liaison plant human resourc personnel benefit vendor employe benefit issu respons process employe short term disabl fmla worker comp claim includ process weekli report plant assist employe plant file process monitor claim monitor employe benefit leav process long term claim respons recruit process new hire respons job ad post candid select interview process job offer new hire enter data hri new hire termin benefit employe chang onto benefit vendor system need backup assist process variou bi weekli payrol provid guidanc regard payrol issu maintain annual random drug screen program perform background check mvr applic personnel administ employe recognit program prepar monthli quarterli headcount turnov report respons annual open enrol process respons invoic hr relat vendor perform human resourc generalist duti project direct manag hr generalist compani name citi state provid day day human resourc support approxim employe massachusett remot variou state canada answer employe question regard benefit workplac issu coordin full cycl recruit process includ respond employ inquir coordin post advertis posit screen resum conduct phone screen schedul coordin interview check refer make offer assist board new employe run weekli semi monthli payrol design conduct compani train program includ hr relat system leadership develop manag train monitor report effect employe orient period career develop administ track leav program compani includ fmla std ltd help develop administ compani personnel polici work manag varieti issu concern employe separ disciplinari action organiz transact administ employe benefit program manag annual open enrol process prepar annual affirm action plan ensur complianc ofccp feder contractor oblig client care payrol specialist compani name citi state provid rang custom servic client staff support payrol report respond client request provid inform pertain hr polici procedur addit product servic taxat payrol inquiri resolv conflict problem promptli courteous tact respect provid guidanc time leav record mainten appli relev rule regul instruct support report prepar audit train inform distribut key member employe engag committe creat execut variou event keep employe moral creator writer distributor offic monthli newslett good understand welfar plan provis erisa cobra fmla ada section worker compens plan client util benefit packag provid benefit administr also provid benefit train annual basi offic manag market assist custom relat administr compani name citi state assist develop market materi product brochur websit inform startup compani handl incom inquiri order via custom servic divis creat custom servic survey track system manag budget market oper custom servic depart also manag invoic account receiv account payabl develop track system credit debit within individu department budget answer incom call compani assist direct visit prepar guest oversaw day day activ offic order offic suppli well track inventori custom support repres compani name citi state perform wide rang administr support duti support effici call center oper head department activ committe senior payrol support specialist compani name citi state develop administ payrol train variou topic fring benefit year end help assist train develop new employe creat file amend tax return maintain client confidenti assist client maintain personnel record train employe clientel depth rule regul payrol administr built custom rapport trust profession courteou commun becam first line contact employe clientel payrol question problem manag client list client train becom senior payrol specialist good understand welfar plan provis erisa cobra fmla ada section worker compens plan client util benefit packag provid benefit administr also provid benefit train annual basi educ may master scienc human resourc manag new england colleg busi financ human resourc manag june bachelor busi administr new england colleg busi financ busi administr skill account payabl account receiv ada administr support ad advertis backup benefit benefit administr brochur budget budget bi call center com clientel client client custom servic custom servic direct employe relat file hri http human resourc human resourc hr inventori invoic leadership skill leadership develop market market materi excel microsoft offic program offic outlook powerpoint word monitor newslett organiz payrol personnel polici process rapport recruit recruit report supervisori survey tableau tax return phone train program websit writer addit inform author work us employ,HR
